Transcript	Gene	log2fc	pvalue	FDR
XM_078022133.1	LOC120892605	-2.4685450582139956	1.2310144263693608e-104	1.2104267713076663e-102
XM_078042390.1;XM_078042391.1	Acaca	-1.8944245641058162	1.7386651266271528e-104	1.6998183800836548e-102
XM_005340302.5	Smim19	-2.6717690668340115	2.2291679815494484e-104	2.166979261155086e-102
XM_078042388.1	Acaca	-1.8850159498423154	2.7079366202557946e-104	2.617519075477762e-102
XM_005340009.5;XM_013365047.4;XM_078040494.1	Slc25a40	-2.2083361672525488	2.819701655420122e-104	2.710240203515891e-102
XM_005317371.5	LOC101973579	-1.181601642617635	7.580622749555419e-104	7.245635453751043e-102
XM_078051200.1	Akap13	-1.5175770514261424	1.6878398888724515e-103	1.6042918143732652e-101
XR_005726635.2	LOC120884277	-2.3100002450130352	1.7345780139879415e-103	1.6396074718961154e-101
XM_040275952.2;XM_021722882.3;XM_040275950.2;XM_021722883.3;XM_040275951.2;XM_021722881.3;XM_040275949.2;XM_040275947.2;XM_078051202.1;XM_040275948.2;XM_021722880.3	Akap13	-1.5124438867111456	9.477719631008717e-103	8.909577206974073e-101
XM_005323257.5	Pcf11	-1.1727707574065167	9.768505930817107e-102	9.083117824475538e-100
XM_013357679.4	Pcf11	-1.1727707574065167	9.768505930817107e-102	9.083117824475538e-100
XM_005318416.4	Aars1	-1.3672699755621402	1.0162490388782902e-101	9.398380976307388e-100
XM_005329494.5	Pm20d1	-2.005159319473842	2.2440844838817842e-99	2.064195776060938e-97
XM_078029604.1	Fkbp1b	-2.436883260517956	3.2047725516954087e-99	2.932109817484318e-97
XM_078052516.1	Ttc38	-1.818509503510397	1.0376137243159736e-98	9.442836813469145e-97
XM_078029603.1	Fkbp1b	-2.41905094788553	3.192471603730127e-98	2.8899469136623676e-96
XM_078032982.1	A1bg	-1.7872263355341629	4.7575159870243407e-98	4.284017948526286e-96
XR_013438804.1	Terb2	-2.4546569031211307	4.863003155390213e-98	4.356079632752417e-96
XM_021728471.3	Slc37a4	-1.520402200092477	1.471077609494517e-97	1.3108680635855047e-95
XM_078039717.1	Egfr	-2.2898088636402036	6.086574093664885e-97	5.395606019093913e-95
XM_078023221.1	Proser2	-2.103496393645668	6.237035077973434e-97	5.500486244796262e-95
XM_021731752.3	Pc	-1.6372844184812914	7.950944582625808e-97	6.976036454571536e-95
XM_078022239.1;XM_078022240.1;XM_078022245.1	Pou2f1	-1.5349653376186134	1.1076664704720286e-96	9.668911042503029e-95
XM_078039718.1	Egfr	-2.2858608496072423	1.5340867556358845e-96	1.332319304678901e-94
XM_078022856.1	Dusp10	-1.0252808534668494	1.980910178970903e-96	1.711686477374403e-94
XM_078022855.1	Dusp10	-1.025040218124929	2.2659749022112763e-96	1.9481690754740064e-94
XM_005335853.4	Dusp10	-1.027166271871485	2.38464041236091e-96	2.0399406407541403e-94
XM_005333362.5	Pc	-1.630010902537687	9.561599737219888e-96	8.138776612144032e-94
XM_040284041.2	Pc	-1.6259456916833572	3.107556251755891e-95	2.6320386094698785e-93
XM_005323298.5	Fzd4	-1.223696740163602	8.631048218589836e-95	7.274315466593769e-93
XM_078029670.1	Pdia6	-1.6114886867538625	1.92964054615931e-94	1.6183441227568448e-92
XM_078022246.1;XM_078022247.1;XM_078022242.1	Pou2f1	-1.4998854923012626	5.955919460380923e-94	4.9707232218369367e-92
XM_013359421.4	Pfkfb4	-1.589360493864582	8.548369841429009e-94	7.099711631893637e-92
XM_005326862.5	Rpl27a	1.3767131968644515	1.130982127626833e-93	9.347813150515694e-92
XM_078024621.1	Hapstr1	-1.2510495178303218	3.9598651505920435e-93	3.2571794644941957e-91
XM_078020488.1	Slc22a23	-1.8292960369223321	5.728727545576852e-93	4.689607635276285e-91
XM_013359424.4;XM_078043150.1;XM_040269662.2;XM_005326873.5	Pfkfb4	-1.5955232107009285	5.813054507563219e-93	4.7359785509475766e-91
